vocab,Freq
팬들이,1
설산,1
원해서임,1
혼틈,1
원탑,1
씨가된다,1
찍을줄,1
너무하노,1
되겠네,1
잘짰노,1
싸우는,1
타시카니,1
이상한,1
저상황에서,1
모니터만,1
안나네,1
빼자고,1
저표정,1
끄덕끄덕,1
없었음,1
방문,1
치인,1
60fps냐,1
칠판옆에,1
입갤wwwwwwwwwwwwwwwwwwwwwwwwwwwwww,1
노린건가,1
있지않냐,1
위암말기,1
어디나,1
달림,1
변중,1
5명은,1
콘푸레이크,1
고딩,1
할배새끼,1
자살안했노,1
메차메차,1
사실은,1
봐놓고,1
짧노,1
쳐노네,1
개족밥이네,1
방송정보,1
걸린거야,1
의상,1
법칙,1
누구냐고,1
달력이냐,1
안나냐,1
작화가,1
배틀넷,1
여기도,1
발사체,1
유포니엄,1
찍어놨다,1
틀어도,1
소오름,1
불러일으키노,1
애니다,1
죽은줄,1
볼수,1
게이얔,1
바랍니다,1
끝만보자,1
동기화중,1
지능이아니라,1
4밖에없냐,1
빡쪟다,1
커진다,1
세계의,1
존재감보솤,1
차리지,1
야년전쯤이었나,1
스키데쇼,1
두부외상,1
개많네,1
4위했다,1
흑막설,1
하면됨,1
굔이,1
토요일이라고,1
개꼴림,1
뺴고,1
낚이는거,1
저겤,1
잘록한거봐,1
충족했다,1
식고문하는거봐랔,1
이색끼도,1
이제보니,1
사귀고싶다,1
개최,1
애니는,1
될듯,1
비싼거,1
답답해서,1
빨라짐,1
소년범죄단,1
사랑에,1
깔어뒀노,1
본심,1
소스단의,1
온도계냐,1
적고,1
호타로,1
문예브,1
미스테릭,1
중계날이노,1
곱등좌,1
씨게왔넼,1
할까,1
어른들이,1
달아올라,1
애비,1
좋을듯,1
점심시간에,1
엔터테이너,1
영화제,1
시달소,1
여성상위,1
전파계에,1
사이에서,1
싹다봐서,1
틀쓰한데,1
또라이네,1
쿠루,1
오우,1
nasa에서,1
일하러,1
밥블레스유보는데,1
누구요,1
하려면,1
인간이냐,1
리본은,1
1위도,1
빵디,1
인기많냐,1
지는건,1
고쳐야,1
마이마이,1
컴퓨털한대면,1
단장브라,1
가슴축소수술,1
건너냐고,1
뜬거보니까,1
짝이업센,1
개멋졌는데너무,1
쟤내,1
시청,1
대로,1
볼꺼냐,1
서실,1
헤라클레스,1
잃어버렸음,1
부러지겠네,1
얻었노,1
입구가,1
침대체크,1
팬티,1
사키,1
불가사의,1
동굴탐험,1
정보글,1
동위체말고,1
전공,1
가노,1
인비저블,1
노역꾼들,1
씰룩씰룩대누,1
모리아니냐,1
모아도,1
손님받은,1
쪽찌끝에,1
놓아주면,1
드러내네,1
분홍브라속살슴골어우야,1
오왔따,1
쿈새키,1
3시간을,1
마렵네,1
표절인데요,1
팽개치는거봐랔,1
가슴을,1
어딘냐,1
잡히지,1
